case_id,chemical_id,chemical_name,casrn,dtxsid,smiles,inchikey,endpoint,endpoint_code,effect,measurement,species,common_name,phylum,class_name,order,family,genus,species_group,duration_h,medium,temperature_c,ph,ctx_hardness,study_year,source,structure_source,chemical_class,toxicity_value,toxicity_unit,molar_concentration,target_log_molar,physchem_mol_wt,physchem_logp,known_ood,is_hard_ood,case_row_count,document_count,asset_ids,document_keys,document_urls,case_spread_log_molar,species_canon,regulatory_species,regulatory_taxon,study_type,nominal_or_measured,conc_based_on,basis_for_effect,freshwater_keyword_flag,standard_species_flag,mech_cytotox_hit_rate,mech_cytotox_lower_log10_um,mech_cytotox_lower_um,mech_cytotox_median_log10_um,mech_cytotox_median_um,mech_cytotox_nhit,mech_cytotox_ntested,mech_feature_count,mech_h295r_active_endpoint_count,mech_h295r_andr_max_abs,mech_h295r_bmd_min,mech_h295r_cort_max_abs,mech_h295r_cortic_max_abs,mech_h295r_critical_val,mech_h295r_doc_max_abs,mech_h295r_e1_max_abs,mech_h295r_e2_max_abs,mech_h295r_maxmmd_max,mech_h295r_mean_abs,mech_h295r_mmd_max,mech_h295r_ohpreg_max_abs,mech_h295r_ohprog_max_abs,mech_h295r_prog_max_abs,mech_h295r_testo_max_abs,mech_h295r_x11dcort_max_abs,mech_lit_ar_agonist,mech_lit_ar_antagonist,mech_lit_ar_binding,mech_lit_er_agonist,mech_lit_er_antagonist,mech_lit_er_binding,mech_toxcast_ar_auc_agonist,mech_toxcast_ar_auc_antagonist,mech_toxcast_er_auc_agonist,mech_toxcast_er_auc_antagonist,external_subset
915972-17-7__fish_96h_lc50__Oncorhynchus mykiss,915972-17-7,Afidopyropen,915972-17-7,,[H][C@@]12C[C@H](O)[C@@]3(C)OC4=C([C@H](O)[C@]3([H])[C@@]1(C)CC[C@H](OC(=O)C1CC1)[C@@]2(C)COC(=O)C1CC1)C(=O)OC(=C4)C1=CN=CC=C1,LRZWFURXIMFONG-HRSIRGMGSA-N,fish_96h_lc50,LC50,MOR,MORT,Oncorhynchus mykiss,Rainbow Trout,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Fish;Standard Test Species;U.S. Threatened and Endangered Species,96.0,FW,13.4,7.55,66.0,,echa_pmra_main,dsstox_casrn,unclassified,3.587833706434352e-05,M,3.587833706434352e-05,-4.445167694404867,593.673,3.964700000000003,False,False,1,1,e5ff4448-3f01-424d-8e55-fbd7cd6f1fc4,4e66a818-29fb-4216-b855-2706c5d0cac9_94c8fe72-308c-402a-ba72-d683850943cc,https://chem.echa.europa.eu/html-pages-prod/e5ff4448-3f01-424d-8e55-fbd7cd6f1fc4/documents/4e66a818-29fb-4216-b855-2706c5d0cac9_94c8fe72-308c-402a-ba72-d683850943cc.html,0.0,Oncorhynchus mykiss,Oncorhynchus mykiss (previous name: Salmo gairdneri),freshwater fish,static,meas. (arithm. mean),test mat.,mortality (fish),True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmra_selected
915972-17-7__fish_96h_lc50__Pimephales promelas,915972-17-7,Afidopyropen,915972-17-7,,[H][C@@]12C[C@H](O)[C@@]3(C)OC4=C([C@H](O)[C@]3([H])[C@@]1(C)CC[C@H](OC(=O)C1CC1)[C@@]2(C)COC(=O)C1CC1)C(=O)OC(=C4)C1=CN=CC=C1,LRZWFURXIMFONG-HRSIRGMGSA-N,fish_96h_lc50,LC50,MOR,MORT,Pimephales promelas,Fathead Minnow,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,Fish;Standard Test Species,96.0,FW/,24.7,7.6,45.1,,echa_pmra_main,dsstox_casrn,unclassified,3.08250501538726e-05,M,3.08250501538726e-05,-4.511096208113175,593.673,3.964700000000003,False,False,1,1,e5ff4448-3f01-424d-8e55-fbd7cd6f1fc4,64163a89-5f02-4a75-9003-5df26fe1c3fd_94c8fe72-308c-402a-ba72-d683850943cc,https://chem.echa.europa.eu/html-pages-prod/e5ff4448-3f01-424d-8e55-fbd7cd6f1fc4/documents/64163a89-5f02-4a75-9003-5df26fe1c3fd_94c8fe72-308c-402a-ba72-d683850943cc.html,0.0,Pimephales promelas,Pimephales promelas,freshwater fish,static,meas. (arithm. mean),test mat.,mortality (fish),True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmra_selected
950782-86-2__algae_72_96h_ec50__Raphidocelis subcapitata,950782-86-2,Indaziflam,950782-86-2,,CC(F)C1=NC(N)=NC(N[C@@H]2[C@@H](C)CC3=C2C=C(C)C=C3)=N1,YFONKFDEZLYQDH-BOURZNODSA-N,algae_72_96h_ec50,EC50,POP,ABND,Raphidocelis subcapitata,Green Algae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Raphidocelis,Algae;Standard Test Species,72.0,FW,24.0,7.5,,,echa_pmra_main,dsstox_casrn,unclassified,3.882283844721919e-07,M,3.882283844721919e-07,-6.410912715292337,301.369,3.1381200000000016,False,False,5,3,73ee5566-c5e4-4fed-a438-4a012b13bb70,4110fd38-eed8-44d4-affe-1215a7bc6764_59834571-d523-47ef-8a09-7d776cc10586; 520595c0-800f-42eb-b6f6-4c7c0e33446c_59834571-d523-47ef-8a09-7d776cc10586; 6bec3317-ec7b-43be-8a9a-17550ca28dc2_59834571-d523-47ef-8a09-7d776cc10586,https://chem.echa.europa.eu/html-pages-prod/73ee5566-c5e4-4fed-a438-4a012b13bb70/documents/4110fd38-eed8-44d4-affe-1215a7bc6764_59834571-d523-47ef-8a09-7d776cc10586.html; https://chem.echa.europa.eu/html-pages-prod/73ee5566-c5e4-4fed-a438-4a012b13bb70/documents/520595c0-800f-42eb-b6f6-4c7c0e33446c_59834571-d523-47ef-8a09-7d776cc10586.html; https://chem.echa.europa.eu/html-pages-prod/73ee5566-c5e4-4fed-a438-4a012b13bb70/documents/6bec3317-ec7b-43be-8a9a-17550ca28dc2_59834571-d523-47ef-8a09-7d776cc10586.html,0.0226639846359439,Raphidocelis subcapitata,"Raphidocelis subcapitata (previous names: Pseudokirchneriella subcapitata, Selenastrum capricornutum)",aquatic algae and cyanobacteria,static,meas. (initial),act. ingr.,growth rate,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmra_selected
950782-86-2__fish_96h_lc50__Lepomis macrochirus,950782-86-2,Indaziflam,950782-86-2,,CC(F)C1=NC(N)=NC(N[C@@H]2[C@@H](C)CC3=C2C=C(C)C=C3)=N1,YFONKFDEZLYQDH-BOURZNODSA-N,fish_96h_lc50,LC50,MOR,MORT,Lepomis macrochirus,Bluegill,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Fish;Standard Test Species,96.0,FW,23.0,7.83,21.0,,echa_pmra_main,dsstox_casrn,unclassified,1.0618212224880456e-06,M,1.0618212224880456e-06,-5.973948598718593,301.369,3.1381200000000016,False,False,1,1,73ee5566-c5e4-4fed-a438-4a012b13bb70,75c7fa3d-cf67-4446-b01e-4a8a9be98b51_59834571-d523-47ef-8a09-7d776cc10586,https://chem.echa.europa.eu/html-pages-prod/73ee5566-c5e4-4fed-a438-4a012b13bb70/documents/75c7fa3d-cf67-4446-b01e-4a8a9be98b51_59834571-d523-47ef-8a09-7d776cc10586.html,0.0,Lepomis macrochirus,Lepomis macrochirus,freshwater fish,static,meas. (arithm. mean),act. ingr.,mortality (fish),True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmra_selected
950782-86-2__fish_96h_lc50__Oncorhynchus mykiss,950782-86-2,Indaziflam,950782-86-2,,CC(F)C1=NC(N)=NC(N[C@@H]2[C@@H](C)CC3=C2C=C(C)C=C3)=N1,YFONKFDEZLYQDH-BOURZNODSA-N,fish_96h_lc50,LC50,MOR,MORT,Oncorhynchus mykiss,Rainbow Trout,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Fish;Standard Test Species;U.S. Threatened and Endangered Species,96.0,FW,13.4,7.55,66.0,,echa_pmra_main,dsstox_casrn,unclassified,1.898005435197383e-06,M,1.898005435197383e-06,-5.721702548245474,301.369,3.1381200000000016,False,False,1,1,73ee5566-c5e4-4fed-a438-4a012b13bb70,71d5d223-ea3e-4ec7-879e-b8475ff7e59f_59834571-d523-47ef-8a09-7d776cc10586,https://chem.echa.europa.eu/html-pages-prod/73ee5566-c5e4-4fed-a438-4a012b13bb70/documents/71d5d223-ea3e-4ec7-879e-b8475ff7e59f_59834571-d523-47ef-8a09-7d776cc10586.html,0.0,Oncorhynchus mykiss,Oncorhynchus mykiss (previous name: Salmo gairdneri),freshwater fish,static,meas. (arithm. mean),act. ingr.,mortality (fish),True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmra_selected
950782-86-2__fish_96h_lc50__Pimephales promelas,950782-86-2,Indaziflam,950782-86-2,,CC(F)C1=NC(N)=NC(N[C@@H]2[C@@H](C)CC3=C2C=C(C)C=C3)=N1,YFONKFDEZLYQDH-BOURZNODSA-N,fish_96h_lc50,LC50,MOR,MORT,Pimephales promelas,Fathead Minnow,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,Fish;Standard Test Species,96.0,FW/,24.7,7.6,45.1,,echa_pmra_main,dsstox_casrn,unclassified,2.555007316611861e-06,M,2.555007316611861e-06,-5.592607851866017,301.369,3.1381200000000016,False,False,1,1,73ee5566-c5e4-4fed-a438-4a012b13bb70,4e5801d1-0d2b-4cb8-bdea-8f5b698f1122_59834571-d523-47ef-8a09-7d776cc10586,https://chem.echa.europa.eu/html-pages-prod/73ee5566-c5e4-4fed-a438-4a012b13bb70/documents/4e5801d1-0d2b-4cb8-bdea-8f5b698f1122_59834571-d523-47ef-8a09-7d776cc10586.html,0.0,Pimephales promelas,Pimephales promelas,freshwater fish,static,meas. (arithm. mean),act. ingr.,mortality (fish),True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmra_selected
117428-51-0__daphnia_48h_ec50__Daphnia magna,117428-51-0,Methyl-2-(2-chloromethylphenyl)-3-methoxy-2-acrylate,117428-51-0,,CO\C=C(\C(=O)OC)C1=CC=CC=C1CCl,QHBMFLGCOYKWJH-DHZHZOJOSA-N,daphnia_48h_ec50,EC50,ITX,IMBL,Daphnia magna,Water Flea,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Crustaceans;Standard Test Species,48.0,FW,20.0,7.6,165.7,,echa_extension_main,dsstox_casrn,unclassified,5.4013628053847386e-05,M,5.4013628053847386e-05,-4.267496650512782,240.68,2.585700000000001,False,False,1,1,df6d0326-1142-4eb6-b625-c458ece8e336,08772539-4f68-4b2b-a763-acc45db14696_0dca6445-3db9-430e-870a-cd04c06900de,https://chem.echa.europa.eu/html-pages-prod/df6d0326-1142-4eb6-b625-c458ece8e336/documents/08772539-4f68-4b2b-a763-acc45db14696_0dca6445-3db9-430e-870a-cd04c06900de.html,0.0,Daphnia magna,Daphnia magna,freshwater aquatic invertebrates,static,nominal,test mat.,other: Immobilisation,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echa_extension
117428-51-0__fish_96h_lc50__Oncorhynchus mykiss,117428-51-0,Methyl-2-(2-chloromethylphenyl)-3-methoxy-2-acrylate,117428-51-0,,CO\C=C(\C(=O)OC)C1=CC=CC=C1CCl,QHBMFLGCOYKWJH-DHZHZOJOSA-N,fish_96h_lc50,LC50,MOR,MORT,Oncorhynchus mykiss,Rainbow Trout,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Fish;Standard Test Species;U.S. Threatened and Endangered Species,96.0,FW,13.4,7.55,66.0,,echa_extension_main,dsstox_casrn,unclassified,4.154894465680575e-05,M,4.154894465680575e-05,-4.381440002819618,240.68,2.585700000000001,False,False,1,1,df6d0326-1142-4eb6-b625-c458ece8e336,d25076d4-a8d8-49a9-8fc2-15853908431b_0dca6445-3db9-430e-870a-cd04c06900de,https://chem.echa.europa.eu/html-pages-prod/df6d0326-1142-4eb6-b625-c458ece8e336/documents/d25076d4-a8d8-49a9-8fc2-15853908431b_0dca6445-3db9-430e-870a-cd04c06900de.html,0.0,Oncorhynchus mykiss,Oncorhynchus mykiss (previous name: Salmo gairdneri),freshwater fish,semi-static,nominal,test mat.,mortality (fish),True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echa_extension
156157-97-0__algae_72_96h_ec50__Desmodesmus subspicatus,156157-97-0,"Di(µ-2,2´,2´´-nitrilotris(ethanol)-diperchlorato)dinatrium",156157-97-0,,[Na+].[Na+].[O-][Cl](=O)(=O)=O.[O-][Cl](=O)(=O)=O.OCCN(CCO)CCO.OCCN(CCO)CCO,MXXHYLUAUDPQFR-UHFFFAOYSA-L,algae_72_96h_ec50,EC50,POP,ABND,Desmodesmus subspicatus,Green Algae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Desmodesmus,Algae;Standard Test Species,72.0,FW,24.0,7.3,,,echa_extension_main,dsstox_casrn,unclassified,0.0005441967970214,M,0.0005441967970214,-3.2642440186753605,543.25,-18.97339999999997,False,False,2,1,542b8e25-2624-4494-85e1-e91d3d9df3f2,IUC5-0454cb53-5caf-4663-b016-fe9876ca4e1d_9f3d68ef-30b4-40db-b763-40a75bb9fd3f,https://chem.echa.europa.eu/html-pages-prod/542b8e25-2624-4494-85e1-e91d3d9df3f2/documents/IUC5-0454cb53-5caf-4663-b016-fe9876ca4e1d_9f3d68ef-30b4-40db-b763-40a75bb9fd3f.html,0.218055760599217,Desmodesmus subspicatus,Desmodesmus subspicatus (previous name: Scenedesmus subspicatus),aquatic algae and cyanobacteria,static,nominal,[Empty],biomass yield,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echa_extension
15717-25-6__algae_72_96h_ec50__Desmodesmus subspicatus,15717-25-6,sodium 3-(acryloyloxy)propane-1-sulfonate,15717-25-6,,[Na+].[O-]S(=O)(=O)CCCOC(=O)C=C,LDYPJGUPKKJBIB-UHFFFAOYSA-M,algae_72_96h_ec50,EC50,POP,ABND,Desmodesmus subspicatus,Green Algae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Desmodesmus,Algae;Standard Test Species,72.0,FW,24.0,7.3,,,echa_extension_main,dsstox_casrn,unclassified,4.91532490024539e-05,M,4.91532490024539e-05,-4.308447770259059,216.18,-3.345099999999997,False,False,2,1,7a457255-9915-4fb4-bdc3-fde4bac75f10,e3056ee4-d245-412b-94a5-f58d7c3a55c5_1fd52273-33de-43d9-86dd-b2d7fa316337,https://chem.echa.europa.eu/html-pages-prod/7a457255-9915-4fb4-bdc3-fde4bac75f10/documents/e3056ee4-d245-412b-94a5-f58d7c3a55c5_1fd52273-33de-43d9-86dd-b2d7fa316337.html,0.7678064440100627,Desmodesmus subspicatus,Desmodesmus subspicatus (previous name: Scenedesmus subspicatus),aquatic algae and cyanobacteria,static,nominal,test mat.,biomass,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echa_extension
16039-53-5__algae_72_96h_ec50__Raphidocelis subcapitata,16039-53-5,zinc bis(2-hydroxypropanoate),16039-53-5,,[Zn++].CC(O)C([O-])=O.CC(O)C([O-])=O,CANRESZKMUPMAE-UHFFFAOYNA-L,algae_72_96h_ec50,EC50,POP,ABND,Raphidocelis subcapitata,Green Algae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Raphidocelis,Algae;Standard Test Species,96.0,FW,24.0,7.5,,,echa_extension_main,dsstox_casrn,unclassified,4.291179526154117e-06,M,4.291179526154117e-06,-5.36742331590612,243.52,-3.7682999999999978,False,False,2,1,4c126866-3686-47c4-9afb-6bd8a721b2af,IUC5-6cef3a67-6a0c-4b31-b4eb-4b68d0d5d3a4_97c4388e-aad8-4d96-a13e-bd73ac050710,https://chem.echa.europa.eu/html-pages-prod/4c126866-3686-47c4-9afb-6bd8a721b2af/documents/IUC5-6cef3a67-6a0c-4b31-b4eb-4b68d0d5d3a4_97c4388e-aad8-4d96-a13e-bd73ac050710.html,0.6062159510991192,Raphidocelis subcapitata,"Raphidocelis subcapitata (previous names: Pseudokirchneriella subcapitata, Selenastrum capricornutum)",aquatic algae and cyanobacteria,static,nominal,test mat.,growth rate,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echa_extension
16039-53-5__daphnia_48h_ec50__Daphnia magna,16039-53-5,zinc bis(2-hydroxypropanoate),16039-53-5,,[Zn++].CC(O)C([O-])=O.CC(O)C([O-])=O,CANRESZKMUPMAE-UHFFFAOYNA-L,daphnia_48h_ec50,EC50,ITX,IMBL,Daphnia magna,Water Flea,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Crustaceans;Standard Test Species,48.0,FW,20.0,7.6,165.7,,echa_extension_main,dsstox_casrn,unclassified,2.422798948751644e-05,M,2.422798948751644e-05,-4.615682623448334,243.52,-3.7682999999999978,False,False,5,3,4c126866-3686-47c4-9afb-6bd8a721b2af,IUC5-4ae376ec-474d-40e7-831e-3af4dd2f41f8_97c4388e-aad8-4d96-a13e-bd73ac050710; IUC5-6f9ba8c5-356a-420c-b6b9-d8f8634a7ad1_97c4388e-aad8-4d96-a13e-bd73ac050710; IUC5-a319d33a-897c-45a9-a9f8-f065767fd176_97c4388e-aad8-4d96-a13e-bd73ac050710,https://chem.echa.europa.eu/html-pages-prod/4c126866-3686-47c4-9afb-6bd8a721b2af/documents/IUC5-4ae376ec-474d-40e7-831e-3af4dd2f41f8_97c4388e-aad8-4d96-a13e-bd73ac050710.html; https://chem.echa.europa.eu/html-pages-prod/4c126866-3686-47c4-9afb-6bd8a721b2af/documents/IUC5-6f9ba8c5-356a-420c-b6b9-d8f8634a7ad1_97c4388e-aad8-4d96-a13e-bd73ac050710.html; https://chem.echa.europa.eu/html-pages-prod/4c126866-3686-47c4-9afb-6bd8a721b2af/documents/IUC5-a319d33a-897c-45a9-a9f8-f065767fd176_97c4388e-aad8-4d96-a13e-bd73ac050710.html,0.6271707119109946,Daphnia magna,Daphnia magna,freshwater aquatic invertebrates,static,nominal,test mat.,[Empty],True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echa_extension
16039-53-5__fish_96h_lc50__Danio rerio,16039-53-5,zinc bis(2-hydroxypropanoate),16039-53-5,,[Zn++].CC(O)C([O-])=O.CC(O)C([O-])=O,CANRESZKMUPMAE-UHFFFAOYNA-L,fish_96h_lc50,LC50,MOR,MORT,Danio rerio,Zebra Danio,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Fish;Standard Test Species,96.0,FW/,26.0,7.4,37.0,,echa_extension_main,dsstox_casrn,unclassified,0.0004106438896189,M,0.0004106438896189,-3.386534635090479,243.52,-3.7682999999999978,False,False,3,2,4c126866-3686-47c4-9afb-6bd8a721b2af,IUC5-6d642f58-56a7-44f9-80bd-379f133fc6ed_97c4388e-aad8-4d96-a13e-bd73ac050710; IUC5-bf7d8ff8-e2e3-4b8f-8052-ea730f4b0d63_97c4388e-aad8-4d96-a13e-bd73ac050710,https://chem.echa.europa.eu/html-pages-prod/4c126866-3686-47c4-9afb-6bd8a721b2af/documents/IUC5-6d642f58-56a7-44f9-80bd-379f133fc6ed_97c4388e-aad8-4d96-a13e-bd73ac050710.html; https://chem.echa.europa.eu/html-pages-prod/4c126866-3686-47c4-9afb-6bd8a721b2af/documents/IUC5-bf7d8ff8-e2e3-4b8f-8052-ea730f4b0d63_97c4388e-aad8-4d96-a13e-bd73ac050710.html,3.022922655198334,Danio rerio,Danio rerio (previous name: Brachydanio rerio),freshwater fish,static,nominal,test mat.,mortality (fish),True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echa_extension
16499-88-0__algae_72_96h_ec50__Raphidocelis subcapitata,16499-88-0,3-butoxypropan-1-amine,16499-88-0,,CCCCOCCCN,LPUBRQWGZPPVBS-UHFFFAOYSA-N,algae_72_96h_ec50,EC50,POP,ABND,Raphidocelis subcapitata,Green Algae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Raphidocelis,Algae;Standard Test Species,72.0,FW,24.0,7.5,,,echa_extension_main,dsstox_casrn,unclassified,0.0001066918662693,M,0.0001066918662693,-3.971868688063598,131.219,1.1519,False,False,1,1,7e1f7f2e-f8d6-4cbc-b015-47a6a80821d6,5b7d1d38-99d3-4b27-941a-377fcffa8181_088336e5-68e9-4764-a907-2531567285fc,https://chem.echa.europa.eu/html-pages-prod/7e1f7f2e-f8d6-4cbc-b015-47a6a80821d6/documents/5b7d1d38-99d3-4b27-941a-377fcffa8181_088336e5-68e9-4764-a907-2531567285fc.html,0.0,Raphidocelis subcapitata,"Raphidocelis subcapitata (previous names: Pseudokirchneriella subcapitata, Selenastrum capricornutum)",aquatic algae and cyanobacteria,static,nominal,test mat.,growth rate,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echa_extension
165101-57-5__algae_72_96h_ec50__Desmodesmus subspicatus,165101-57-5,"N-Butyl-2-(1-ethylpentyl)-1,3-oxazolidine",165101-57-5,,CCCCC(CC)C1OCCN1CCCC,CYMHAQCMKNVHPA-UHFFFAOYNA-N,algae_72_96h_ec50,EC50,POP,ABND,Desmodesmus subspicatus,Green Algae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Desmodesmus,Algae;Standard Test Species,72.0,FW,24.0,7.3,,,echa_extension_main,dsstox_casrn,unclassified,3.6050347473823554e-05,M,3.6050347473823554e-05,-4.443090544946302,227.392,3.6612000000000022,False,False,2,1,32c0e129-31df-45b1-952a-50262f3da5a3,5ad871f7-704f-4b3f-b84a-0a8082b6d01d_52fc39e1-0beb-4474-b764-c1f8890e221c,https://chem.echa.europa.eu/html-pages-prod/32c0e129-31df-45b1-952a-50262f3da5a3/documents/5ad871f7-704f-4b3f-b84a-0a8082b6d01d_52fc39e1-0beb-4474-b764-c1f8890e221c.html,0.3309932190414244,Desmodesmus subspicatus,Desmodesmus subspicatus (previous name: Scenedesmus subspicatus),aquatic algae and cyanobacteria,static,nominal,test mat.,biomass,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echa_extension
165101-57-5__daphnia_48h_ec50__Daphnia magna,165101-57-5,"N-Butyl-2-(1-ethylpentyl)-1,3-oxazolidine",165101-57-5,,CCCCC(CC)C1OCCN1CCCC,CYMHAQCMKNVHPA-UHFFFAOYNA-N,daphnia_48h_ec50,EC50,ITX,IMBL,Daphnia magna,Water Flea,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Crustaceans;Standard Test Species,48.0,FW,20.0,7.6,165.7,,echa_extension_main,dsstox_casrn,unclassified,4.177807486631016e-05,M,4.177807486631016e-05,-4.379051576184367,227.392,3.6612000000000022,False,False,1,1,32c0e129-31df-45b1-952a-50262f3da5a3,2ce0cbec-3e44-4554-a4f3-ff622b4ceede_52fc39e1-0beb-4474-b764-c1f8890e221c,https://chem.echa.europa.eu/html-pages-prod/32c0e129-31df-45b1-952a-50262f3da5a3/documents/2ce0cbec-3e44-4554-a4f3-ff622b4ceede_52fc39e1-0beb-4474-b764-c1f8890e221c.html,0.0,Daphnia magna,Daphnia magna,freshwater aquatic invertebrates,static,nominal,test mat.,mobility,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echa_extension
165101-57-5__fish_96h_lc50__Oncorhynchus mykiss,165101-57-5,"N-Butyl-2-(1-ethylpentyl)-1,3-oxazolidine",165101-57-5,,CCCCC(CC)C1OCCN1CCCC,CYMHAQCMKNVHPA-UHFFFAOYNA-N,fish_96h_lc50,LC50,MOR,MORT,Oncorhynchus mykiss,Rainbow Trout,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Fish;Standard Test Species;U.S. Threatened and Endangered Species,96.0,FW,13.4,7.55,66.0,,echa_extension_main,dsstox_casrn,unclassified,8.79538418238109e-05,M,8.79538418238109e-05,-4.055745185809234,227.392,3.6612000000000022,False,False,1,1,32c0e129-31df-45b1-952a-50262f3da5a3,db66e93c-4461-48f3-9a2d-a2548a5867a3_52fc39e1-0beb-4474-b764-c1f8890e221c,https://chem.echa.europa.eu/html-pages-prod/32c0e129-31df-45b1-952a-50262f3da5a3/documents/db66e93c-4461-48f3-9a2d-a2548a5867a3_52fc39e1-0beb-4474-b764-c1f8890e221c.html,0.0,Oncorhynchus mykiss,Oncorhynchus mykiss (previous name: Salmo gairdneri),freshwater fish,semi-static,nominal,test mat.,mortality (fish),True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echa_extension
178452-71-6__daphnia_48h_ec50__Daphnia magna,178452-71-6,"Chromate(5-), bis[6-[[[4-[2-(1-butyl-5-cyano-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-3-pyridinyl)diazenyl]phenyl]sulfonyl]amino]-4-(hydroxy-κO)-3-[2-[2-(hydroxy-κO)-5-nitro-3-sulfophenyl]diazenyl]-2-naphthalenesulfonato(4-)]-, sodium (1:5)",178452-71-6,,[Na+].[Na+].[Na+].[Na+].[Na+].[Cr+3].CCCCN1C(O)=C(N=NC2=CC=C(C=C2)S(=O)(=O)NC2=CC3=C([O-])C(N=NC4=C([O-])C(=CC(=C4)[N+]([O-])=O)S([O-])(=O)=O)=C(C=C3C=C2)S([O-])(=O)=O)C(C)=C(C#N)C1=O.CCCCN1C(O)=C(N=NC2=CC=C(C=C2)S(=O)(=O)NC2=CC3=C([O-])C(N=NC4=C([O-])C(=CC(=C4)[N+]([O-])=O)S([O-])(=O)=O)=C(C=C3C=C2)S([O-])(=O)=O)C(C)=C(C#N)C1=O,AJWDFARYSIOWKO-UHFFFAOYSA-F,daphnia_48h_ec50,EC50,ITX,IMBL,Daphnia magna,Water Flea,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Crustaceans;Standard Test Species,48.0,FW,20.0,7.6,165.7,,echa_extension_main,dsstox_casrn,unclassified,3.311081441922566e-05,M,3.311081441922566e-05,-4.48003013687325,1872.5,-6.617500000000046,False,False,1,1,157e177a-3bf0-4836-a90b-c8b85a42edf2,1c34f069-d318-4173-af36-1d870ab4cc50_a5d202de-4cd5-4418-9abd-4197e8da9be1,https://chem.echa.europa.eu/html-pages-prod/157e177a-3bf0-4836-a90b-c8b85a42edf2/documents/1c34f069-d318-4173-af36-1d870ab4cc50_a5d202de-4cd5-4418-9abd-4197e8da9be1.html,0.0,Daphnia magna,Daphnia magna,freshwater aquatic invertebrates,static,nominal,test mat.,mobility,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echa_extension
